Name,A,B,C,Signal
59,0.1466706253146617,0.11154656329505742,0.5601645518134253,C
60,0.2535365671993539,0.08921646425659373,0.5631153787959325,C
61,0.2926917895514733,0.15888706994310342,0.5293597817682871,C
62,0.305190665369462,0.3110480357506458,0.47023969481259315,C
63,0.3552800638580472,0.5172455730248876,0.4164395973077203,A
64,0.6677633133672156,0.73360394950498,0.4580412437849039,A
65,0.5020887142170228,0.8620171945289592,0.3442682687638972,A
66,0.9712451954336654,0.9302455735994102,0.46324938938982385,A
67,0.6838369850160414,0.8444871364656541,0.35195815919183676,A
68,0.49522840383424677,0.6772486397982127,0.2882301059875336,A
69,0.8138553486406959,0.48180191192576677,0.4092250081647106,A
70,0.8935835481348215,0.28002689015440146,0.4503894529239593,C
71,0.9446123802957848,0.13035987381021982,0.47637605010679335,C
72,0.6925084905062238,0.03062349418259312,0.40194685769923055,C
73,0.28149626550773615,0.016834524023785154,0.26502455399233943,C
74,0.5640800338974571,0.20181624186155883,0.32278163355191225,C
75,0.28126157844360533,0.3788698199625737,0.19895834650475294,A
76,0.48641953717987935,0.6178456298839122,0.22445101669416465,A
77,0.03695661489772748,0.8042179486268362,0.03495024171472014,B
78,0.6056299905606508,0.9176351579920868,0.19503169166291234,A
79,0.5322071498725572,0.911798543522744,0.15608683435140067,A
80,0.18799389475866796,0.786299627981051,0.042961414553507465,B
81,0.37701397080354354,0.6130945178102548,0.11077121715348819,A
82,0.62739684862692,0.4165340918971554,0.19736021170676493,A
83,0.6422135479678088,0.20783512579900254,0.2086419134738079,C
84,0.7464378456733622,0.07004292527264655,0.23819645178369575,C
85,0.5759214018780954,5.7477729355612e-11,0.17354280916979697,C
86,0.4316605589627881,0.0215940941974502,0.10595854437522997,C
87,0.6210879611663033,0.20106138218515907,0.1216535931347831,C
88,0.5103912174635736,0.4091165916260538,0.042432484466980655,A
89,0.8668606420316186,0.6443813887097073,0.11172807860728086,A
90,0.5162436517528286,0.7845695196000101,0.0,A
91,0.6929031918798059,0.8782493498137204,1.9751326465504935e-6,A
92,0.8043779709563424,0.8354872828094166,0.0654551520795278,A
93,0.4356533003442183,0.6785151014893219,0.0,A
94,0.7517403237016795,0.5117064206504985,0.11799033264946247,A
95,0.24028544905667495,0.27118484414200733,6.508983441682725e-7,A
96,0.17201580719270848,0.0934161592195967,0.02203873006827426,A
97,0.13774827320610566,0.008833292944048785,0.03572991696911095,C
98,0.33177149437539033,0.05785953769707981,0.09961153937800415,C
99,0.07516107001234185,0.13992250956921964,0.014809535815153546,A
100,0.42462111550657594,0.3622462814054751,0.09885282873735562,A
